,Link,Good Characters,Bad Characters
1227,https://shanghai.anjuke.com/community/view/8,"
??
???????????4???????A?C???B?D???????????431??4??597??5??
?????????2??????580????2???????4??????6???????
???????????????????????????????????????????40?????????
","
??
??????????????????????????
"
1228,https://shanghai.anjuke.com/community/view/8,"
??
???????A,B,C,D???????AD???597??5????BC???434??4????????
????????200?????????????1000??????
","
??
??????????????????????????????????????????????????????
"
1229,https://shanghai.anjuke.com/community/view/8,"
??
???????????434-597??4+1??????876-986??5+1??????270?????
??????????1?????????????????SPA,????????3?1???????
????????????????????4????????????
???????????80%????????????CEO???37-55????????????
","
??
??????????????????
"
1230,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????AD??????597????BC??????434????????????
?????????????????????????????????1:3???????
?????????????50??300?????????????????????????550??
","
??
????400?????????????7300W???????
"
1231,https://shanghai.anjuke.com/community/view/8,"
??
??????????AD???597??????BC???434????????876-986?????????
????????????????????????????????????????????????????????
??????????????4??????1????????????ALT?12????????????????
????????500???????? ???? ???????? ???? ??????1000???????
?????????2??????520???9??????500???2??????1000?
","
??
?????180????????????????????????4???????????????????????????????????????????
"
1232,https://shanghai.anjuke.com/community/view/8,"
??
?????????A?B?C?D???????????434?????597??????????????????
????????????????????????????????????????????????????
????????????2??????690?????????????????????????????????
","
??
????434?597??????????20?\???????????????????
"
1233,https://shanghai.anjuke.com/community/view/8,"
??
???????????????????????C??434??A??597???????????????????
????????200????????????1000????????
??????500?????9????????1000???????2????????
","
??
??????????
"
1234,https://shanghai.anjuke.com/community/view/8,"
??
???????A/B/C/D????????A/D???597?5???B/C???434?4?????????
????????????????1:3??????????????????????
","
??
????????????
"
1235,https://shanghai.anjuke.com/community/view/8,"
??
????????????1:3???????????????????
????????500?????????????????1000?????????
","
??
?????????????
"
1236,https://shanghai.anjuke.com/community/view/8,"
??
???????ABCD??????A?D???597?5?????270????????B?C???434?4?
??????????4000?????????????????????????????????????????
????????????????????????????????????????200??????????? ?
","
??
??????180??????????????????????????50%?????????????????????????
"
1237,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????433??597?????????????????????
","
??
?????????????
"
1238,https://shanghai.anjuke.com/community/view/8,"
??
?????????????2007???6???????220???????????????400???????
????????????????????????????????????16????????12.7??
??????????2009??????????A,C???B,D?????????????????????
?????????????????????????100?????????1????????????????
??????????1000????????2????????????
","
??
???????????????????????????????????????
"
1239,https://shanghai.anjuke.com/community/view/8,"
??
????????290???????????????380??????IFC??
????????700????????????932??1200???????????9???
","
??
????????????/?????????????
"
1240,https://shanghai.anjuke.com/community/view/8,"
??
????????4????????????400?????????????
????????2006??????????????????????????????????????
?????????2??????900????????????????????
","
??
???????????????????????????????????
"
1241,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????????434~598??????
???????????1?3???????????????????
","
??
??????????????????????????
"
1242,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD4?????????434-598??A?D??????????????
??????????????????1?3??????????SPA??????????????????????
???????????????????????????????????????????????????
??????500???????????????????????2/4/9????????
??????500???9???????1000???2?????????????
","
??
???????????
"
1243,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD4??B??C??3???????????431??A??D?????????597?
????????????????????1:3???????????????SPA?????????????
????????????? ????????200?? ????????150? ???????
?????????2??????520?????????????(791?961?????????)100??
","
??
?????????????????????????????
"
1244,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD??????AD?????597????BC????434?4?
????????4000????????????????????????????????????????????
????????500????????????????????????????
?????????2??????450???????798??795??
???????????????????????
","
??
?????????????????
"
1245,https://shanghai.anjuke.com/community/view/8,"
??
??????????A?B?C?D????????A?D?????597??????????
????????4000????????????????????????????????????????
????????200?????????????1000????????
??????500???9??[????]1000???2??[????]
","
??
??????????
"
1246,https://shanghai.anjuke.com/community/view/8,"
??
??????????6?????????????????????434? 4?2?3? ????????
??????????????????????? SPA?????? ??????????
?????????2006???????????????2009??? ??????????????
???????????????15???????24H?????????????????????
","
??
????????????
"
1247,https://shanghai.anjuke.com/community/view/8,"
??
????????200?????????????? ???????1000???*?
???????????2??????300??798??????????795?????????????????
??????????????????????????????9?1?????35-60???
","
??
?????????????
"
1248,https://shanghai.anjuke.com/community/view/8,"
??
??????????434-767?????5+1?????876-986??????????????????
??????????1:3?????????????????????????SPA?
??????2006?????????????????????????????
","
??
?????????????
"
1249,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??????????45????434-598?????????????
??????????4000????? ??????????????????????
????????????? ????????200?? ????????150????????????
","
??
???? ???????
"
1250,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????????????597????434????????876-986??
???????????1:3???????????????????SPA??????????????
?????????????????????????????????????????153??
","
??
?????????????????34??
"
1251,https://shanghai.anjuke.com/community/view/8,"
??
???????????434???597????????????576-986??????????
???????????1?3????????????????spa?????????????
???????????????????????????????153??
???????????780??????550??????330??????410??
","
??
??????????????????????????????????????????????????????????????????
"
1252,https://shanghai.anjuke.com/community/view/8,"
??
???????????????? ??????434.597????? ?????50? ??????
??????????8:2 ?????????? ?????? ??????? ????????
","
??
?????? ?????? 7000??
"
1253,https://shanghai.anjuke.com/community/view/8,"
??
???????A/B/C/D4????????AD??579??????BC??430?????????????
??????????1.5????????????????????????????????????????1:3
????????????????4????????1????????2007??????????????????
????????????????200??????1000???????????????
??????????????????1000???500????????????
","
??
?????????????
"
1254,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD4??B??C??3????431??????A??D???????597?????
????????????????????????????????????????????????????????
???????????????????????????ALT??????12?????????????????
??????2????????????????60??????????????????4????6???????
???????????????????????80%?????500??????????????40-60???
","
??
????1:1.9?????????????????
"
1255,https://shanghai.anjuke.com/community/view/8,"
??
?????????4??????434?-767??3?1???????????
????????200?????????????????????500???????????????????
","
??
??????????????
"
1256,https://shanghai.anjuke.com/community/view/8,"
??
???????????????A?D??????597???????BC??431?????
??????????????????????????????!
","
??
?????????????
"
1257,https://shanghai.anjuke.com/community/view/8,"
??
??????????434??597???????876—986???270?????
???????????????????????????????3:1
?????????????????????500??????????40—60???????
?????????????????24h??????
","
??
???????????????????
"
1258,https://shanghai.anjuke.com/community/view/8,"
??
??????????????AD?597?????1200???????BC?433?????768????
????????????1:1.9 ?????????????3000?????????????????????
??????300??????50??????40??????70????????800??????????
","
??
????20?????????
"
1259,https://shanghai.anjuke.com/community/view/8,"
??
??????????4???????434??597??????767?-1000??5?????
??????????4000??????????????????????????????
?????????300??????320???????10???????40?????????70??????
","
??
??????????????????
"
